name,PARTY,handle,STATEABBR,RACE,DISTRICT,ELECTIONDATE,VOTE_SHARE,NOTES,NONPARTISAN_PRIMARY,DISTRICT_CORR,STATE_CORR,RUNOFF_PERC,RANKED_CHOICE_VOTING,COMPLETE
Lloyd Smucker,R,lloydsmuckerpa,PA,US Representative,11,17/05/2022,100,,,,,,,Y
Fred Keller,R,votefredkeller,PA,US Representative,12,17/05/2022,,NL,,,,,,Y
John Joyce,R,johnjoyceforpa,PA,US Representative,13,17/05/2022,100,,,,,,,Y
Guy Reschenthaler,R,reschenthaler,PA,US Representative,14,17/05/2022,100,,,,,,,Y
George Rathmell,R,g_rathmellforpa,PA,US Representative,15,17/05/2022,,WD,,,,,,Y
Glenn Thompson,R,congressmangt,PA,US Representative,15,17/05/2022,98.3,,,,,,,Y
Mike Kelly,R,mikekellyforpa,PA,US Representative,16,17/05/2022,100,,,,,,,Y
Chris Deluzio,D,chrisforpa,PA,US Representative,17,17/05/2022,63.6,,,,,,,Y
Dean J. Cavaretta,R,,PA,US Representative,17,17/05/2022,,WD,,,,,,Y
Salem Snow,D,salem4congress,PA,US Representative,2,17/05/2022,,WD,,,,,,Y
Gilberto Gonzalez,D,gilbert45676603,PA,US Representative,2,17/05/2022,,WD,,,,,,Y
Brendan Boyle,D,repbrendanboyle,PA,US Representative,2,17/05/2022,100,,,,,,,Y
Austin Rodill,D,,PA,US Representative,3,17/05/2022,100,,,,,,,Y
Alexandra M. Hunt,D,,PA,US Representative,3,17/05/2022,19.9,,,,,,,Y
Dwight Evans,D,dwightevanspa,PA,US Representative,3,17/05/2022,75.7,,,,,,,Y
Christian Nascimento,R,,PA,US Representative,4,17/05/2022,68.8,,,,,,,Y
Madeleine Dean,D,madeleinedean,PA,US Representative,4,17/05/2022,100,,,,,,,Y
John V. Hayes,R,johnhayes4pa5,PA,US Representative,5,17/05/2022,,WD,,,,,,Y
David Galluch,R,davegalluchpa,PA,US Representative,5,17/05/2022,100,,,,,,,Y
Dasha Y. Pruett,R,dashapruett,PA,US Representative,5,17/05/2022,,NL,,,,,,Y
Mary Gay Scanlon,D,marygayscanlon,PA,US Representative,5,17/05/2022,100,,,,,,,Y
Louis D. Lanni,D,vote4lanni,PA,US Representative,5,17/05/2022,,WD,,,,,,Y
Ron Vogel,R,forvogel,PA,US Representative,6,17/05/2022,22.1,,,,,,,Y
Chrissy Houlahan,D,houlahanforpa,PA,US Representative,6,17/05/2022,100,,,,,,,Y
Kevin W. Dellicker,R,kevindellicker,PA,US Representative,7,17/05/2022,48.7,,,,,,,Y
Lisa Scheller,R,schellerforpa,PA,US Representative,7,17/05/2022,51.3,,,,,,,Y
Susan Wild,D,wildforcongress,PA,US Representative,7,17/05/2022,100,,,,,,,Y
Ryan E. Mackenzie,R,ryan_mackenzie,PA,US Representative,7,17/05/2022,,NL,,,,,,Y
Jon Lanzaro-Fisher,D,lanzarofisherpa,PA,US Representative,8,17/05/2022,,WD,,,,,,Y
Teddy V. Daniels,R,,PA,US Representative,8,17/05/2022,,WD,,,,,,Y
Matt Cartwright,D,cartwrightpa,PA,US Representative,8,17/05/2022,100,,,,,,,Y
Jim R. Bognet,R,bognet4congress,PA,US Representative,8,17/05/2022,68.7,,,,,,,Y
Andrew Shecktor,R,ashecktor,PA,US Representative,9,17/05/2022,,WD,,,,,,Y
Dan Meuser,R,meuser4congress,PA,US Representative,9,17/05/2022,100,,,,,,,Y
Carla H. Sands,R,carlahsands,PA,US Senator,,17/05/2022,5.4,,,,,,,Y
Eric Orts,D,ericorts,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Ronald E. Johnson,R,,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Kevin Baumlin,D,drbaumlinforpa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Martin Rosenfeld,R,martinrosenfel3,PA,US Senator,,17/05/2022,,WD,,,,,,Y
John DeBellis,R,johndebellispa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Alan M. Shank,D,shank_al,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Kyle C. Norton,D,kylenortonpa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
John D. McGuigan,D,johndmcguigan,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Alexandria G. Khalil,D,,PA,US Senator,,17/05/2022,4.2,,,,,,,Y
Brandaun L. Dean,D,brandaundean,PA,US Senator,,17/05/2022,,NL,,,,,,Y
Kathy Barnette,R,kathy4truth,PA,US Senator,,17/05/2022,24.7,,,,,,,Y
Sean Parnell,R,seanparnellusa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Robert J. Jeffries,R,bobbyjeffriespa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Mehmet Oz,R,droz,PA,US Senator,,17/05/2022,31.2,,,,,,,Y
Malcolm Kenyatta,D,malcolmforpa,PA,US Senator,,17/05/2022,10.8,,,,,,,Y
Conor Lamb,D,conorlambpa,PA,US Senator,,17/05/2022,26.3,,,,,,,Y
Jeffrey A. Bartos,R,jeff_bartos,PA,US Senator,,17/05/2022,5,,,,,,,Y
John K. Fetterman,D,johnfetterman,PA,US Senator,,17/05/2022,58.6,,,,,,,Y
Everett A. Stern,R,everettstern1,PA,US Senator,,17/05/2022,,NL,,,,,,Y
Valerie A. Arkoosh,D,valarkooshpa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Sharif Street,D,streetforpa,PA,US Senator,,17/05/2022,,WD,,,,,,Y
Allen R. Waters,R,,RI,US Representative,1,13/09/2022,100,,,,,,,Y
David Cicilline,D,davidcicilline,RI,US Representative,1,13/09/2022,100,,,,,,,Y
Seth Magaziner,D,sethmagaziner,RI,US Representative,2,13/09/2022,54,,,,,,,Y
Robert B. Lancia,R,boblancia,RI,US Representative,2,13/09/2022,,WD,,,,,,Y
Joy Fox,D,joyfoxri,RI,US Representative,2,13/09/2022,11,,,,,,,Y
Edwin R. Pacheco,D,edwinpacheco,RI,US Representative,2,13/09/2022,,WD,,,,,,Y
Jim Langevin,D,langevinforri,RI,US Representative,2,13/09/2022,,NL,,,,,,Y
Lynz Piper-Loomis,R,lynzpiperloomis,SC,US Representative,1,14/06/2022,1.7,UW,,,,,,Y
Ingrid I. Centurion,R,,SC,US Representative,1,14/06/2022,,WD,,,,,,Y
Nancy Mace,R,nancymace,SC,US Representative,1,14/06/2022,53.3,,,,,,,Y
Melissa McFadden,R,mcfaddenforsc,SC,US Representative,2,14/06/2022,,WD,,,,,,Y
Gregory B. Karr,D,karrforcongress,SC,US Representative,2,14/06/2022,,WD,,,,,,Y
Joe Wilson,R,teamjoewilson,SC,US Representative,2,14/06/2022,,C,,,,,,Y
Jeff D. Duncan,R,duncan4congress,SC,US Representative,3,14/06/2022,,C,,,,,,Y
William Timmons,R,votetimmons,SC,US Representative,4,14/06/2022,52.7,,,,,,,Y
Kevin Eckert,D,,SC,US Representative,5,14/06/2022,42.4,,,,,,,Y
Ralph Norman,R,ralphnorman,SC,US Representative,5,14/06/2022,,C,,,,,,Y
John Chapman,R,johnchapmanfor1,SC,US Representative,6,14/06/2022,,WD,,,,,,Y
James E. Clyburn,D,clyburnsc06,SC,US Representative,6,14/06/2022,87.9,,,,,,,Y
Graham Allen,R,grahamallen2022,SC,US Representative,7,14/06/2022,,WD,,,,,,Y
Steve Reichert,R,steve_reichert,SC,US Representative,7,14/06/2022,,WD,,,,,,Y
Tom Dunn,R,tomdunn,SC,US Representative,7,14/06/2022,,WD,,,,,,Y
Justin K. Davison,R,,SC,US Representative,7,14/06/2022,,WD,,,,,,Y
Tom Rice,R,,SC,US Representative,7,14/06/2022,24.6,,,,,,,Y
Catherine Fleming Bruce,D,tnovsa,SC,US Senator,,14/06/2022,34.7,,,,,44.2,,Y
Angela Geter,D,,SC,US Senator,,14/06/2022,32.1,,,,,,,Y
Timothy Swain,R,,SC,US Senator,,14/06/2022,,WD,,,,,,Y
Viresh M. Sinha,D,,SC,US Senator,,14/06/2022,,NL,,,,,,Y
Krystle N. Matthews,D,,SC,US Senator,,14/06/2022,33.2,,,,,55.8,,Y
Tim Scott,R,votetimscott,SC,US Senator,,14/06/2022,,C,,,,,,Y
Dusty Johnson,R,dustyjohnson,SD,US Representative,1,07/06/2022,60.4,,,,,,,Y
Diana Harshbarger,R,dharshbargertn1,TN,US Representative,1,04/08/2022,100,,,,,,,Y
Tim Burchett,R,timburchett,TN,US Representative,2,04/08/2022,100,,,,,,,Y
Matthew D. Adams,D,mattadamstn,TN,US Representative,3,04/08/2022,,WD,,,,,,Y
Nathaniel Doss,D,natedossiii,TN,US Representative,3,04/08/2022,,WD,,,,,,Y
Meg Gorman,D,meg4congress,TN,US Representative,3,04/08/2022,100,,,,,,,Y
Chuck Fleischmann,R,chuck4congress,TN,US Representative,3,04/08/2022,79.3,,,,,,,Y
Lawrence N. Douglas Meyer,R,meyertn4,TN,US Representative,4,04/08/2022,,WD,,,,,,Y
Scott DesJarlais,R,tndesjarlais,TN,US Representative,4,04/08/2022,100,,,,,,,Y
William Baxter Lee,R,wbaxterlee,TN,US Representative,5,04/08/2022,,WD,,,,,,Y
Robby Starbuck,R,robbystarbuck,TN,US Representative,5,04/08/2022,,WD,,,,,,Y
Odessa Kelly,D,odessakellytn,TN,US Representative,5,04/08/2022,100,,,,,7,,Y
Quincy McKnight,R,quincy4congress,TN,US Representative,5,04/08/2022,,WD,,,,,,Y
Jim Cooper,D,coopforcongress,TN,US Representative,5,04/08/2022,,WD,,,,,,Y
John Rose,R,johnrosefortn,TN,US Representative,6,04/08/2022,100,,,,,,,Y
Mark Green,R,drmarkgreen4tn,TN,US Representative,7,04/08/2022,100,,,,,,,Y
David Kustoff,R,davidkustoff,TN,US Representative,8,04/08/2022,74,,,,,,,Y
Steve Cohen,D,reelectcohen,TN,US Representative,9,04/08/2022,88,,,,,,,Y
Stephen Martin Kocen,D,kocen4congress,TX,US Representative,1,01/03/2022,15.1,,,,,,,Y
Victor D. Dunn,D,,TX,US Representative,1,01/03/2022,27.9,,,,,24.1,,Y
Gavin Dass,D,gavin4congress,TX,US Representative,1,01/03/2022,11.5,,,,,,,Y
Joe McDaniel,R,joemcd2,TX,US Representative,1,01/03/2022,24.2,,,,,,,Y
Nathaniel Moran,R,moran4congress,TX,US Representative,1,01/03/2022,63,,,,,,,Y
Aditya Atholi,R,atholi4congress,TX,US Representative,1,01/03/2022,7.6,,,,,,,Y
John Charles Porro,R,johnporro4tx,TX,US Representative,1,01/03/2022,5.2,,,,,,,Y
Hank Gilbert,D,hank4texas,TX,US Representative,1,01/03/2022,,NL,,,,,,Y
Jrmar Jefferson,D,jrmarjefferson,TX,US Representative,1,01/03/2022,45.5,,,,,75.9,,Y
Louie Gohmert,R,louiegohmerttx1,TX,US Representative,1,01/03/2022,,NL,,,,,,Y
Linda Numo,D,lncongresstx_10,TX,US Representative,10,01/03/2022,100,,,,,,,Y
Larry T. Wallace,D,drlarrywallace1,TX,US Representative,10,01/03/2022,,WD,,,,,,Y
Michael McCaul,R,mccaulfortexas,TX,US Representative,10,01/03/2022,100,,,,,,,Y
Shaune Bordere,D,shaunebordere,TX,US Representative,11,01/03/2022,,NL,,,,,,Y
August Pfluger,R,augustpfluger,TX,US Representative,11,01/03/2022,100,,,,,,,Y
Alysia Rieg,R,alysiarieg,TX,US Representative,12,01/03/2022,10.7,,,,,,,Y
Ryan Catala,R,ryanjcatala,TX,US Representative,12,01/03/2022,14.1,,,,,,,Y
Trey J. Hunt,D,votehunt2022,TX,US Representative,12,01/03/2022,100,,,,,,,Y
Chris Putnam,R,putnamfortexas,TX,US Representative,12,01/03/2022,,WD,,,,,,Y
Kay Granger,R,grangercampaign,TX,US Representative,12,01/03/2022,75.2,,,,,,,Y
Mary K. Brown,D,kat4district13,TX,US Representative,13,01/03/2022,,NL,,,,,,Y
Ronny Jackson,R,ronnyjacksontx,TX,US Representative,13,01/03/2022,100,,,,,,,Y
Gina Smith,R,drgina_smith,TX,US Representative,14,01/03/2022,,WD,,,,,,Y
Ruben L. Dante,R,rubenldante,TX,US Representative,14,01/03/2022,2.8,,,,,,,Y
Eugene Howard,D,howard2congress,TX,US Representative,14,01/03/2022,49.8,,,,,,,Y
Keith Casey,R,kcforcongress,TX,US Representative,14,01/03/2022,7.9,,,,,,,Y
Randy Weber,R,weberfortexas,TX,US Representative,14,01/03/2022,89.3,,,,,,,Y
Vangela Churchill,R,forchurchill,TX,US Representative,15,01/03/2022,1,,,,,,,Y
Aizar Cavazos,R,aizarcavazostx,TX,US Representative,15,01/03/2022,1.7,,,,,,,Y
Michelle Vallejo,D,michellevfortx,TX,US Representative,15,01/03/2022,20.1,,,,,50.1,,Y
John Villarreal Rigney,D,rigneyteam,TX,US Representative,15,01/03/2022,19.2,,,,,,,Y
Sara Canady,R,canady4congress,TX,US Representative,15,01/03/2022,9.2,,,,,,,Y
Julio Garza,D,,TX,US Representative,15,01/03/2022,5.2,,,,,,,Y
Eliza Alvarado,D,,TX,US Representative,15,01/03/2022,16.5,,,,,,,Y
Monica De La Cruz-Hernandez,R,monica4congress,TX,US Representative,15,01/03/2022,56.5,,,,,,,Y
Ryan P. Krause,R,,TX,US Representative,15,01/03/2022,9.2,,,,,,,Y
Ruben R. Ramirez,D,rubentx15,TX,US Representative,15,01/03/2022,28.3,,,,,49.9,,Y
Deliris Montanez Berrios,D,dmbfor,TX,US Representative,16,01/03/2022,12,,,,,,,Y
Irene Armendariz-Jackson,R,armendarizdis16,TX,US Representative,16,01/03/2022,100,,,,,,,Y
Veronica Escobar,D,vgescobar,TX,US Representative,16,01/03/2022,88,,,,,,,Y
Robert Rosenberger,R,voterosenberger,TX,US Representative,17,01/03/2022,7.4,,,,,,,Y
Jason Jeremy Nelson,R,,TX,US Representative,17,01/03/2022,12.1,,,,,,,Y
Paulette Carson,R,carson4tx,TX,US Representative,17,01/03/2022,10.5,,,,,,,Y
Mary Jo Woods,D,maryjo_tx17,TX,US Representative,17,01/03/2022,100,,,,,,,Y
Pete Sessions,R,sessionstx17,TX,US Representative,17,01/03/2022,69.9,,,,,,,Y
Charles Thompson,D,,TX,US Representative,18,01/03/2022,,WD,,,,,,Y
Carmen Marie Montiel,R,carmen4congress,TX,US Representative,18,01/03/2022,100,,,,,,,Y
Jodey Arrington,R,jodeyarrington,TX,US Representative,19,01/03/2022,100,,,,,,,Y
Milam Langella,R,milam2022,TX,US Representative,2,01/03/2022,4.5,,,,,,,Y
Robin Fulford,D,robinfulfordtx,TX,US Representative,2,01/03/2022,100,,,,,,,Y
Rayna Reid,D,_raynareid,TX,US Representative,2,01/03/2022,,WD,,,,,,Y
Jameson Ellis,R,thejamesonellis,TX,US Representative,2,01/03/2022,16.6,,,,,,,Y
Michael A. Billand,R,billand_mike,TX,US Representative,2,01/03/2022,,WD,,,,,,Y
Daniel Crenshaw,R,dancrenshawtx,TX,US Representative,2,01/03/2022,74.5,,,,,,,Y
Kyle Sinclair,R,,TX,US Representative,20,01/03/2022,100,,,,,,,Y
Michael T. Stevens,R,,TX,US Representative,20,01/03/2022,,WD,,,,,,Y
Joaquin Castro,D,castro4congress,TX,US Representative,20,01/03/2022,100,,,,,,,Y
Ricardo Villareal,D,,TX,US Representative,21,01/03/2022,27.3,,,,,36.5,,Y
Coy Branscum,D,coybranscum,TX,US Representative,21,01/03/2022,9,,,,,,,Y
Cherif Gacis,D,,TX,US Representative,21,01/03/2022,2.6,,,,,,,Y
Claudia A. Zapata,D,poderconclaudia,TX,US Representative,21,01/03/2022,47.2,,,,,63.5,,Y
Michael A. French,R,michaelafrenc13,TX,US Representative,21,01/03/2022,4.1,,,,,,,Y
David L. Anderson,D,dlandersonjrtx,TX,US Representative,21,01/03/2022,8.6,,,,,,,Y
Scott W. Sturm,D,sturmnextterm,TX,US Representative,21,01/03/2022,5.3,,,,,,,Y
Robert C. Lowry,R,drrobertlowry,TX,US Representative,21,01/03/2022,8.1,,,,,,,Y
Chip Roy,R,chiproytx,TX,US Representative,21,01/03/2022,83.2,,,,,,,Y
Gregory Jonathan Thorne,R,gjt2022,TX,US Representative,22,01/03/2022,12.8,,,,,,,Y
Angel Luis Vega,D,angelluisvega,TX,US Representative,22,01/03/2022,,WD,,,,,,Y
James S. Squires,D,,TX,US Representative,22,01/03/2022,,NL,,,,,,Y
Matthew R. Berg,D,,TX,US Representative,22,01/03/2022,,WD,,,,,,Y
Troy Nehls,R,sherifftnehls,TX,US Representative,22,01/03/2022,87.2,,,,,,,Y
Alma G. Arrendondo-Lynch,R,arredondo_lynch,TX,US Representative,23,01/03/2022,15.2,,,,,,,Y
John Lira,D,liraforcongress,TX,US Representative,23,01/03/2022,55.9,,,,,,,Y
Tony Gonzales,R,tonygonzales4tx,TX,US Representative,23,01/03/2022,78,,,,,,,Y
Alia Garcia-Ureste,R,ureste4congress,TX,US Representative,23,01/03/2022,6.8,,,,,,,Y
Kathy Fragnoli,D,kathy4congress,TX,US Representative,24,01/03/2022,27.9,,,,,,,Y
Derrik Gay,D,derrikgay,TX,US Representative,24,01/03/2022,32.8,,,,,48.8,,Y
Beth Van Duyne,R,bethvanduyne,TX,US Representative,24,01/03/2022,85,,,,,,,Y
Michelle Beckley,D,beckleyfortx,TX,US Representative,24,01/03/2022,,WD,,,,,,Y
Jan McDowell,D,janforcongress,TX,US Representative,24,01/03/2022,39.3,,,,,51.2,,Y
Tyler Ray Smith,R,tylercongress,TX,US Representative,25,01/03/2022,,WD,,,,,,Y
Roger Williams,R,rogerwilliamstx,TX,US Representative,25,01/03/2022,100,,,,,,,Y
Raven Harrison,R,,TX,US Representative,26,01/03/2022,5.5,,,,,,,Y
Brian Brazeal,R,brazealfortexas,TX,US Representative,26,01/03/2022,9.4,,,,,,,Y
Vincent Gallo,R,gallo4congress,TX,US Representative,26,01/03/2022,10.2,,,,,,,Y
Michael C. Burgess,R,drburgesstx,TX,US Representative,26,01/03/2022,66.8,,,,,,,Y
Anthony J. Tristan,D,anthonyjtristan,TX,US Representative,27,01/03/2022,26,,,,,,,Y
Andrew Ruben Alvarez,R,andrewalvareztx,TX,US Representative,27,01/03/2022,4.2,,,,,,,Y
Michael Cloud,R,michaeljcloud,TX,US Representative,27,01/03/2022,72.5,,,,,,,Y
Christopher K. Mapp,R,ckmapp,TX,US Representative,27,01/03/2022,7.2,,,,,,,Y
Rolando D. Rodriguez,R,rolando4usd28,TX,US Representative,28,01/03/2022,6.4,,,,,,,Y
Willie Vasquez Ng,R,,TX,US Representative,28,01/03/2022,13.3,,,,,,,Y
Eric Hohman,R,,TX,US Representative,28,01/03/2022,11.9,,,,,,,Y
Ed Cabrera,R,edcabrera4sotx,TX,US Representative,28,01/03/2022,13.3,,,,,,,Y
Tannya Benavides,D,tannyafortexas,TX,US Representative,28,01/03/2022,4.7,,,,,,,Y
Jessica Cisneros,D,jcisnerostx,TX,US Representative,28,01/03/2022,46.6,,,,,49.7,,Y
Sandra Linn Whitten,R,texas_sandra,TX,US Representative,28,01/03/2022,18,,,,,43,,Y
Steven C. Fowler,R,,TX,US Representative,28,01/03/2022,13.5,,,,,,,Y
Casandra Garcia,R,casandralgarcia,TX,US Representative,28,01/03/2022,23.5,,,,,57,,Y
Henry Cuellar,D,cuellarcampaign,TX,US Representative,28,01/03/2022,48.7,,,,,50.3,,Y
Jaimy Z. Blanco,R,jaimyblanco,TX,US Representative,29,01/03/2022,26.4,,,,,,,Y
Julio Garza,R,juliofortexas29,TX,US Representative,29,01/03/2022,31.4,,,,,39.3,,Y
Sylvia Garcia,D,lacongresista,TX,US Representative,29,01/03/2022,100,,,,,,,Y
Rickey Williams,R,rickey4congress,TX,US Representative,3,01/03/2022,2.7,,,,,,,Y
Suzanne Cassimatis Harp,R,realsuzanneharp,TX,US Representative,3,01/03/2022,20.7,,,,,,,Y
Sandeep Srivastava,D,sandeepfortexas,TX,US Representative,3,01/03/2022,61.9,,,,,,,Y
Billie Ray Shelby,D,docshelby2022,TX,US Representative,3,01/03/2022,,NL,,,,,,Y
Keith Self,R,selfforcongress,TX,US Representative,3,01/03/2022,26.5,,,,,,,Y
Van Taylor,R,vantaylortx,TX,US Representative,3,01/03/2022,48.8,,,,,,,Y
Roy Williams,D,roywmsjr,TX,US Representative,30,01/03/2022,5,,,,,,,Y
Kinya J. Jefferson,R,for_kinya,TX,US Representative,30,01/03/2022,5.9,,,,,,,Y
Kelvin Goodwin,R,,TX,US Representative,30,01/03/2022,16.8,,,,,,,Y
Arthur Dixon,D,arthurdixontx,TX,US Representative,30,01/03/2022,1.2,,,,,,,Y
Vonciel Jones Hill,D,hillvonciel,TX,US Representative,30,01/03/2022,3.4,,,,,,,Y
Keisha Lankford,D,keishawlankford,TX,US Representative,30,01/03/2022,7.8,,,,,,,Y
Zachariah C. Manning,D,zachmanningtx,TX,US Representative,30,01/03/2022,,WD,,,,,,Y
Jessica Mason,D,jessicamasontx,TX,US Representative,30,01/03/2022,3.4,,,,,,,Y
Jasmine Crockett,D,jasmineforus,TX,US Representative,30,01/03/2022,48.5,,,,,60.6,,Y
Shenita Cleveland,D,clevelandfor30,TX,US Representative,30,01/03/2022,,NL,,,,,,Y
Demetrick Pennie,R,sgt_pennie,TX,US Representative,30,01/03/2022,,NL,,,,,,Y
Abel Mulugheta,D,abelfortexas,TX,US Representative,30,01/03/2022,5.9,,,,,,,Y
Jane Hope Hamilton,D,janehopetx,TX,US Representative,30,01/03/2022,17.1,,,,,39.4,,Y
Barbara Mallory Caraway,D,bmallorycaraway,TX,US Representative,30,01/03/2022,7.7,,,,,,,Y
Jonathan D. Hildner,D,hildnerfortexas,TX,US Representative,31,01/03/2022,,NL,,,,,,Y
Christopher M. Scurry,D,scurrylaw,TX,US Representative,31,01/03/2022,,NL,,,,,,Y
Abhiram Garapati,R,garapati4texas,TX,US Representative,31,01/03/2022,9.2,,,,,,,Y
John Carter,R,judgejohncarter,TX,US Representative,31,01/03/2022,71.1,,,,,,,Y
Justin Webb,R,webbfortexas,TX,US Representative,32,01/03/2022,43,,,,,,,Y
Antonio Swad,R,swadforcongress,TX,US Representative,32,01/03/2022,40.3,,,,,57,,Y
Nathan Davis,R,nathandavistx,TX,US Representative,32,01/03/2022,16,,,,,,,Y
Ejike E. Okpa,R,,TX,US Representative,32,01/03/2022,5.1,,,,,,,Y
Girien R. Salazar,R,,TX,US Representative,32,01/03/2022,,WD,,,,,,Y
Brad Namdar,R,bradnamdar,TX,US Representative,32,01/03/2022,10.2,,,,,,,Y
Genevieve D. Collins,R,gcollinstx,TX,US Representative,32,01/03/2022,,NL,,,,,,Y
Colin Allred,D,colinallredtx,TX,US Representative,32,01/03/2022,100,,,,,,,Y
Carlos Quintanilla,D,accionamerica,TX,US Representative,33,01/03/2022,30.5,,,,,,,Y
Marc Veasey,D,marcveasey,TX,US Representative,33,01/03/2022,69.5,,,,,,,Y
Gregory Scott Kunkle,R,gregorykunklejr,TX,US Representative,34,01/03/2022,10.7,,,,,,,Y
Beatriz Sandoval Reynoso,D,,TX,US Representative,34,01/03/2022,3.5,,,,,,,Y
Francis Timothy McCaffrey,R,frankcongress,TX,US Representative,34,01/03/2022,21.9,,,,,,,Y
Rochelle Garza,D,rochellemgarza,TX,US Representative,34,01/03/2022,,WD,,,,,,Y
Mayra N. Flores,R,mayraflores2022,TX,US Representative,34,01/03/2022,60.3,,,,,,,Y
Ryan Trevino,D,,TX,US Representative,34,01/03/2022,,WD,,,,,,Y
Vicente Gonzalez,D,votevicente,TX,US Representative,34,01/03/2022,64.8,,,,,,,Y
Alejandro Ledezma,R,,TX,US Representative,35,01/03/2022,6.1,,,,,,,Y
Bill Condict,R,condict4congres,TX,US Representative,35,01/03/2022,11.2,,,,,,,Y
Carla-Joy Sisco,D,,TX,US Representative,35,01/03/2022,7.6,,,,,,,Y
Rebecca J. Viagran,D,viagrancongress,TX,US Representative,35,01/03/2022,15.6,,,,,,,Y
Gregorio Casar,D,gregcasar,TX,US Representative,35,01/03/2022,61.1,,,,,,,Y
Asa Palagi,R,asapalagitx35,TX,US Representative,35,01/03/2022,2.4,,,,,,,Y
Jenai Aragona,R,jenaiforaustin,TX,US Representative,35,01/03/2022,4.3,,,,,,,Y
Eddie Rodriguez,D,eddiefortexas,TX,US Representative,35,01/03/2022,15.6,,,,,,,Y
Jon Haire,D,jonhaire_36,TX,US Representative,36,01/03/2022,100,,,,,,,Y
Brian Babin,R,babin4congress,TX,US Representative,36,01/03/2022,100,,,,,,,Y
Daniel M. Thomas,R,dannewsman,TX,US Representative,4,01/03/2022,30.2,,,,,,,Y
Iroghama C. Omere,D,iroghamatx,TX,US Representative,4,01/03/2022,100,,,,,,,Y
Russell Foster,D,russellfostertx,TX,US Representative,4,01/03/2022,,NL,,,,,,Y
Pat Fallon,R,fallonfortexas,TX,US Representative,4,01/03/2022,59,,,,,,,Y
Tartisha A. Hill,D,tartishahill,TX,US Representative,5,01/03/2022,52.7,,,,,,,Y
Kathleen C. Bailey,D,,TX,US Representative,5,01/03/2022,47.3,,,,,,,Y
Charles M. Gearing,D,gearingfortexas,TX,US Representative,5,01/03/2022,,WD,,,,,,Y
Lance Gooden,R,lancegooden,TX,US Representative,5,01/03/2022,100,,,,,,,Y
James R. Buford,R,jamesbu74790136,TX,US Representative,6,01/03/2022,15.9,,,,,,,Y
Jake Ellzey,R,jakeellzey,TX,US Representative,6,01/03/2022,71.2,,,,,,,Y
Lance Stewart,R,lance4tx,TX,US Representative,7,01/03/2022,8.2,,,,,,,Y
Benson Gitau,R,ibensongitau,TX,US Representative,7,01/03/2022,2,,,,,,,Y
Tina Blum Cohen,R,tinacohen18,TX,US Representative,7,01/03/2022,8.3,,,,,,,Y
Timothy Stroud,R,timthearmymedic,TX,US Representative,7,01/03/2022,29.4,,,,,36.4,,Y
Rudy A. Atencio,R,rudy_atencio,TX,US Representative,7,01/03/2022,4.7,,,,,,,Y
Laique Rehman,R,laiquerehman1,TX,US Representative,7,01/03/2022,4.5,,,,,,,Y
Johnny M. Teague,R,checkjohnny,TX,US Representative,7,01/03/2022,43,,,,,63.6,,Y
Lizzie Pannill Fletcher,D,lizzie4congress,TX,US Representative,7,01/03/2022,100,,,,,,,Y
Jessica Wellington,R,jwellingtontx,TX,US Representative,8,01/03/2022,2.4,,,,,,,Y
Christian S. Collins,R,collinsfortx,TX,US Representative,8,01/03/2022,22.3,,,,,,,Y
Candice C. Burrows,R,,TX,US Representative,8,01/03/2022,2.3,,,,,,,Y
Mike Phillips,R,meetmikephilips,TX,US Representative,8,01/03/2022,1.3,,,,,,,Y
Daniel C. McKaughan,R,danmckaughantx,TX,US Representative,8,01/03/2022,2.4,,,,,,,Y
Betsy Bates,R,,TX,US Representative,8,01/03/2022,1.1,,,,,,,Y
Taylor M. Whichard,R,whichardiv,TX,US Representative,8,01/03/2022,,NL,,,,,,Y
Jonathan K. Hullihan,R,jhullihantx,TX,US Representative,8,01/03/2022,12.6,,,,,,,Y
Jonathan A. Mitchell,R,jmitchellfortx,TX,US Representative,8,01/03/2022,1.2,,,,,,,Y
Ryan Jarchow,R,jarchowcampaign,TX,US Representative,8,01/03/2022,,WD,,,,,,Y
Laura Jones,D,congresslaura,TX,US Representative,8,01/03/2022,100,,,,,,,Y
Morgan J. Luttrell,R,mluttrelltx,TX,US Representative,8,01/03/2022,52.1,,,,,,,Y
Kevin Brady,R,bradyfortexas,TX,US Representative,8,01/03/2022,,NL,,,,,,Y
Melissa M. Wilson-Williams,R,,TX,US Representative,9,01/03/2022,,NL,,,,,,Y
Al Green,D,repalgreentx,TX,US Representative,9,01/03/2022,100,,,,,,,Y
Blake Moore,R,electblakemoore,UT,US Representative,1,28/06/2022,59.8,,,,,,,Y
Erin Rider,R,,UT,US Representative,2,28/06/2022,27.9,,,,,,,Y
