INCUMBENT,STATUS,ELECTIONCODE,ELECTIONDATE,STATEABBR,LEVEL,CHAMBER,DISTRICT,RACE,ETHNICITY,GENDER,PARTY,screen_name,name
Y,Running,P,2022-06-28,NY,FL,FH,12.0,US Representative,White/Caucasian,Female,D,carolynbmaloney,Carolyn B. Maloney
Y,Running,P,2022-06-28,NY,FL,FH,13.0,US Representative,Two or More Ethnicities,Male,D,espaillatny,Adriano Espaillat
,Running,P,2022-06-28,NY,FL,FH,14.0,US Representative,,Female,R,conigliopura,Pura De Jesus-Coniglio
,Running,P,2022-06-28,NY,FL,FH,14.0,US Representative,,Male,R,desijcuellar,Desi Cuellar
Y,Running,P,2022-06-28,NY,FL,FH,14.0,US Representative,Hispanic/Latino,Female,D,aoc,Alexandria Ocasio-Cortez
Y,Running,P,2022-06-28,NY,FL,FH,15.0,US Representative,Two or More Ethnicities,Male,D,ritchietorres,Ritchie Torres
Y,Running,P,2022-06-28,NY,FL,FH,16.0,US Representative,Black/African American,Male,D,jamaalbowmanny,Jamaal Bowman
,Running,P,2022-06-28,NY,FL,FH,16.0,US Representative,Black/African American,Male,R,pd4congress,Patrick Delices
Y,Running,P,2022-06-28,NY,FL,FH,17.0,US Representative,Black/African American,Male,D,mondairejones,Mondaire Jones
,Running,P,2022-06-28,NY,FL,FH,18.0,US Representative,White/Caucasian,Male,R,colinschmitt,Colin J. Schmitt
Y,Running,P,2022-06-28,NY,FL,FH,18.0,US Representative,White/Caucasian,Male,D,spmaloney,Sean Patrick Maloney
,Withdrew From Race,P,2022-06-28,NY,FL,FH,19.0,US Representative,White/Caucasian,Male,R,kyle4congress,Kyle Van De Water
Y,Running,P,2022-06-28,NY,FL,FH,19.0,US Representative,Two or More Ethnicities,Male,D,delgadoforny19,Antonio Delgado
,Running,P,2022-06-28,NY,FL,FH,19.0,US Representative,White/Caucasian,Male,R,marcmolinaro,Marcus J. Molinaro
,Running,P,2022-06-28,NY,FL,FH,2.0,US Representative,,Female,R,iamcaitcorrigan,Cait Corrigan
,Running,P,2022-06-28,NY,FL,FH,2.0,US Representative,White/Caucasian,Male,R,mike4congress2,Michael Rakebrandt
,Running,P,2022-06-28,NY,FL,FH,2.0,US Representative,,Male,D,muzibuldr,Muzibul Huq
Y,Running,P,2022-06-28,NY,FL,FH,2.0,US Representative,White/Caucasian,Male,R,garbarinoforny,Andrew Garbarino
,Running,P,2022-06-28,NY,FL,FH,20.0,US Representative,Black/African American,Male,D,jrcforcongress,Justin R. Chaires
,Running,P,2022-06-28,NY,FL,FH,20.0,US Representative,White/Caucasian,Female,R,lizlemeryjoy,Elizabeth L. Joy
,Running,P,2022-06-28,NY,FL,FH,20.0,US Representative,White/Caucasian,Male,D,rarrostislav,Rostislav Rar
Y,Running,P,2022-06-28,NY,FL,FH,20.0,US Representative,White/Caucasian,Male,D,paultonko,Paul D. Tonko
,Running,P,2022-06-28,NY,FL,FH,21.0,US Representative,White/Caucasian,Female,D,bridieforus,Bridie Farrell
,Running,P,2022-06-28,NY,FL,FH,21.0,US Representative,White/Caucasian,Male,D,mattputorti,Matt Putorti
,Running,P,2022-06-28,NY,FL,FH,21.0,US Representative,White/Caucasian,Male,D,ezrawatsonforny,Ezra Watson
Y,Running,P,2022-06-28,NY,FL,FH,21.0,US Representative,White/Caucasian,Female,R,elisestefanik,Elise Stefanik
,Withdrew From Race,P,2022-06-28,NY,FL,FH,22.0,US Representative,,Female,D,ridleyforny22,Mikayla Ridley
,Running,P,2022-06-28,NY,FL,FH,22.0,US Representative,White/Caucasian,Male,D,fdconole,Francis Conole
,Withdrew From Race,P,2022-06-28,NY,FL,FH,22.0,US Representative,White/Caucasian,Male,D,abrindisiny,Anthony Brindisi
,Running,P,2022-06-28,NY,FL,FH,23.0,US Representative,White/Caucasian,Male,R,joesempo,Joe Sempolinski
Y,Withdrew From Race,P,2022-06-28,NY,FL,FH,23.0,US Representative,White/Caucasian,Male,R,tomreedcongress,Tom Reed
,Running,P,2022-06-28,NY,FL,FH,23.0,US Representative,White/Caucasian,Female,R,claudiatenney,Claudia Tenney
,Running,P,2022-06-28,NY,FL,FH,24.0,US Representative,,Male,R,amccarthyny,Andrew Kyle McCarthy
,Running,P,2022-06-28,NY,FL,FH,24.0,US Representative,White/Caucasian,Male,D,believein_steve,Steven W. Holden
Y,Running,P,2022-06-28,NY,FL,FH,25.0,US Representative,White/Caucasian,Male,D,votemorelle,Joseph Morelle
,Running,P,2022-06-28,NY,FL,FH,26.0,US Representative,White/Caucasian,Male,D,egriu,Eddie Egriu
Y,Running,P,2022-06-28,NY,FL,FH,26.0,US Representative,White/Caucasian,Male,D,higgins4wny,Brian Higgins
,Running,P,2022-06-28,NY,FL,FH,3.0,US Representative,,Female,D,reemarasool,Reema Rasool
,Running,P,2022-06-28,NY,FL,FH,3.0,US Representative,White/Caucasian,Male,R,surdi4congress,Kevin Surdi
,Running,P,2022-06-28,NY,FL,FH,3.0,US Representative,Hispanic/Latino,Male,R,santos4congress,George A. Devolder-Santos
,Running,P,2022-06-28,NY,FL,FH,3.0,US Representative,White/Caucasian,Female,D,darrigomelanie,Melanie D'Arrigo
,Running,P,2022-06-28,NY,FL,FH,3.0,US Representative,White/Caucasian,Male,D,kaiman4congress,Jon Kaiman
Y,Withdrew From Race,P,2022-06-28,NY,FL,FH,3.0,US Representative,White/Caucasian,Male,D,tom_suozzi,Thomas Suozzi
Y,Withdrew From Race,P,2022-06-28,NY,FL,FH,4.0,US Representative,White/Caucasian,Female,D,kathleenrice,Kathleen Rice
,Running,P,2022-06-28,NY,FL,FH,5.0,US Representative,,Male,R,lalforcongress,Amit Lal
Y,Running,P,2022-06-28,NY,FL,FH,5.0,US Representative,Black/African American,Male,D,gregmeeksnyc,Gregory W. Meeks
,Running,P,2022-06-28,NY,FL,FH,6.0,US Representative,Hispanic/Latino,Male,R,gonzalezforny,Jesus Gonzalez
Y,Running,P,2022-06-28,NY,FL,FH,6.0,US Representative,Asian/Pacific American,Female,D,grace4ny,Grace Meng
Y,Running,P,2022-06-28,NY,FL,FH,7.0,US Representative,Hispanic/Latino,Female,D,reelectnydia,Nydia M. Velazquez
,Running,P,2022-06-28,NY,FL,FH,8.0,US Representative,Black/African American,Female,D,queenjohnson_,Queen Johnson
Y,Running,P,2022-06-28,NY,FL,FH,8.0,US Representative,Black/African American,Male,D,hakeemjeffries,Hakeem Jeffries
,Running,P,2022-06-28,NY,FL,FH,9.0,US Representative,,Male,D,steveng_nys,Steven Lewis Green
,Running,P,2022-06-28,NY,FL,FH,9.0,US Representative,Black/African American,Male,D,isiah4congress,Isiah James
Y,Running,P,2022-06-28,NY,FL,FH,9.0,US Representative,Black/African American,Female,D,voteyvette,Yvette D. Clarke
,Running,P,2022-06-28,NY,FL,FS,,US Senator,,Male,D,mugulusi4senate,Moses R. Mugulusi
,Running,P,2022-06-28,NY,FL,FS,,US Senator,,Male,D,khaledyork,Khaled Salem
,Running,P,2022-06-28,NY,FL,FS,,US Senator,,Male,R,mark4ny,Mark Szuszkiewicz
,Running,P,2022-06-28,NY,FL,FS,,US Senator,Black/African American,Male,R,montaga,Antoine Tucker
,Running,P,2022-06-28,NY,FL,FS,,US Senator,,Male,R,josephpinion,Joe Pinion
,Running,P,2022-06-28,NY,FL,FS,,US Senator,White/Caucasian,Male,R,phahnfor,Patrick J. Hahn
Y,Running,P,2022-06-28,NY,FL,FS,,US Senator,White/Caucasian,Male,D,chuckschumer,Chuck Schumer
,Running,P,2022-05-17,NC,FL,FH,1.0,US Representative,Black/African American,Male,D,deandrecarternc,DeAndre A. Carter
,Running,P,2022-05-17,NC,FL,FH,10.0,US Representative,White/Caucasian,Male,D,huffmanfornc,Scott Huffman
Y,Running,P,2022-05-17,NC,FL,FH,10.0,US Representative,White/Caucasian,Male,R,mchenrycampaign,Patrick McHenry
,Running,P,2022-05-17,NC,FL,FH,10.0,US Representative,White/Caucasian,Male,R,richhudson,Richard Hudson
,Running,P,2022-05-17,NC,FL,FH,11.0,US Representative,White/Caucasian,Male,R,cuttforcongress,Rodney H. Honeycutt
,Running,P,2022-05-17,NC,FL,FH,11.0,US Representative,White/Caucasian,Male,R,ericbatchelornc,James Eric Batchelor
,Running,P,2022-05-17,NC,FL,FH,11.0,US Representative,,Male,R,bruce_oconnell,Bruce H. O'Connell
,Withdrew From Race,P,2022-05-17,NC,FL,FH,11.0,US Representative,Black/African American,Male,D,gashforcongress,Eric Gash
,Running,P,2022-05-17,NC,FL,FH,11.0,US Representative,Hispanic/Latino,Male,D,bohessforus,Roberto L. Hess
,Running,P,2022-05-17,NC,FL,FH,11.0,US Representative,White/Caucasian,Male,D,joshremillardnc,Josh Remillard
,Withdrew From Race,P,2022-05-17,NC,FL,FH,11.0,US Representative,White/Caucasian,Female,R,lyndabennettnc,Lynda Carter Bennett
,Running,P,2022-05-17,NC,FL,FH,11.0,US Representative,White/Caucasian,Female,R,foxxforcongress,Virginia Foxx
,Running,P,2022-05-17,NC,FL,FH,12.0,US Representative,Hispanic/Latino,Male,R,riosvote,Francisco Rios
,Running,P,2022-05-17,NC,FL,FH,12.0,US Representative,,Male,R,votetylerlee,Tyler Lee
,Running,P,2022-05-17,NC,FL,FH,13.0,US Representative,,Female,R,karenbentleync,Karen W. Bentley
,Running,P,2022-06-14,NC,FL,FH,13.0,US Representative,White/Caucasian,Male,R,robertsonfornv,Mark Robertson
,Running,P,2022-05-17,NC,FL,FH,13.0,US Representative,White/Caucasian,Male,R,cawthornfornc,Madison Cawthorn
,Running,P,2022-05-17,NC,FL,FH,13.0,US Representative,White/Caucasian,Male,R,billbrewster_nc,Billy J. Brewster
,Running,P,2022-05-17,NC,FL,FH,13.0,US Representative,,Male,R,anerallajohn,John C. Aneralla
,Running,P,2022-05-17,NC,FL,FH,2.0,US Representative,Black/African American,Male,D,jasonspriggs4nc,Jason A. Spriggs
,Running,P,2022-05-17,NC,FL,FH,2.0,US Representative,,Male,D,jdgailliard,James D. Gailliard
,Running,P,2022-05-17,NC,FL,FH,2.0,US Representative,Black/African American,Female,D,ericaforussen,Erica D. Smith
,Withdrew From Race,P,2022-05-17,NC,FL,FH,2.0,US Representative,White/Caucasian,Male,R,georgeholding,George E. Holding
,Running,P,2022-05-17,NC,FL,FH,3.0,US Representative,White/Caucasian,Male,D,jasonfornc,Jason Minnicozzi
,Running,P,2022-05-17,NC,FL,FH,3.0,US Representative,Black/African American,Female,D,barbara4nc,Barbara D. Gaskins
Y,Running,P,2022-05-17,NC,FL,FH,3.0,US Representative,White/Caucasian,Male,R,gregmurphymd,Gregory F. Murphy
,Running,P,2022-05-17,NC,FL,FH,4.0,US Representative,,Male,R,devanbarbour,DeVan Barbour
,Running,P,2022-05-17,NC,FL,FH,4.0,US Representative,,Male,R,kinseyfornc,Craig R. Kinsey
,Running,P,2022-05-17,NC,FL,FH,4.0,US Representative,White/Caucasian,Female,R,reneforcongress,Rene Borghese
,Running,P,2022-05-17,NC,FL,FH,4.0,US Representative,Black/African American,Male,D,benclarknc,Ben Clark
,Running,P,2022-05-17,NC,FL,FH,5.0,US Representative,White/Caucasian,Female,D,deborahrossnc,Deborah Ross
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,Other,Female,D,nidaallam,Nida Allam
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,,Male,R,electaustin,Gerald D. Austin
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,,Male,R,maxcongress,Mahesh Ganorkar
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,White/Caucasian,Male,D,wileynickel,Wiley Nickel
Y,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,White/Caucasian,Female,D,kathymanningnc,Kathy Manning
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,Black/African American,Male,D,rlwatkinsnc,Richard L. Watkins
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,White/Caucasian,Male,D,clayaiken,Clay H. Aiken
,Running,P,2022-05-17,NC,FL,FH,6.0,US Representative,Black/African American,Female,D,fousheefornc,Valerie P. Foushee
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,,Male,D,kp4nc,Kyle Parrish
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,,Male,R,max4congress1,Max Beckwith
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,D,stevemillernc,Stephen Miller
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,bohines,Robert N. Hines
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,D,dentonleenc,Denton F. Lee
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,1haywood,Lee Haywood
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,boykin4congress,Peter R. Boykin
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,D,ackerforamerica,Brandon W. Acker
,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,Indian/Native American,Female,D,congresscrystal,Crystal Cavalier
Y,Running,P,2022-05-17,NC,FL,FH,7.0,US Representative,White/Caucasian,Male,R,davidrouzer,David Rouzer
,Running,P,2022-05-17,NC,FL,FH,8.0,US Representative,White/Caucasian,Male,R,jdanbishop,Dan Bishop
,Running,P,2022-05-17,NC,FL,FH,9.0,US Representative,White/Caucasian,Male,D,ram4congress,Ramin Mammadov
,Withdrew From Race,P,2022-05-17,NC,FL,FH,9.0,US Representative,Hispanic/Latino,Male,D,cano4nc,Christian Cano
,Running,P,2022-05-17,NC,FL,FH,9.0,US Representative,Black/African American,Female,D,almaforcongress,Alma Adams
,Withdrew From Race,P,2022-05-17,NC,FL,FS,,US Senator,,Male,R,martycookenc,Marty Cooke
,Running,P,2022-05-17,NC,FL,FS,,US Senator,White/Caucasian,Female,R,jen4sennc,Jennifer A. Banwart
,Running,P,2022-05-17,NC,FL,FS,,US Senator,Black/African American,Female,D,cheribeasleync,Cheri Beasley
,Running,P,2022-05-17,NC,FL,FS,,US Senator,White/Caucasian,Male,D,rettnewton,"Everette S, Newton"
,Running,P,2022-05-17,NC,FL,FS,,US Senator,Black/African American,Male,D,tobias_lagrone,Tobias E. LaGrone
,Withdrew From Race,P,2022-05-17,NC,FL,FS,,US Senator,,Female,D,ava_unity,Ava Edwards
,Running,P,2022-05-17,NC,FL,FS,,US Senator,Black/African American,Male,D,davenport4potus,Keith Davenport
,Running,P,2022-05-17,NC,FL,FS,,US Senator,White/Caucasian,Male,R,tedbuddnc,Ted Budd
,Withdrew From Race,P,2022-05-17,NC,FL,FS,,US Senator,White/Caucasian,Male,D,jeffjacksonnc,Jeff Jackson
,Running,P,2022-03-08,NC,FL,FS,,US Senator,White/Caucasian,Male,R,walker4nc,Mark Walker
,Running,P,2022-05-17,NC,FL,FS,,US Senator,White/Caucasian,Male,R,patmccrorync,Pat McCrory
,Running,P,2022-06-14,ND,FL,FH,1.0,US Senator,White/Caucasian,Female,D,katrina_senate,Katrina Christiansen
Y,Running,P,2022-06-14,ND,FL,FH,1.0,US Representative,White/Caucasian,Male,R,armstrong_nd,Kelly Armstrong
,Running,P,2022-06-14,ND,FL,FS,,US Senator,White/Caucasian,Male,D,j_senate,Michael J. Steele
Y,Running,P,2022-06-14,ND,FL,FS,,US Senator,White/Caucasian,Male,R,hoeven4senate,John Hoeven
,Running,P,2022-05-03,OH,FL,FH,1.0,US Representative,White/Caucasian,Male,R,brentcenters,Brent W. Centers
,Withdrew From Race,P,2022-05-03,OH,FL,FH,1.0,US Representative,White/Caucasian,Female,D,reddenoh1,Savanna Redden
Y,Running,P,2022-05-03,OH,FL,FH,1.0,US Representative,White/Caucasian,Male,R,stevechabot,Steve Chabot
,Running,P,2022-05-03,OH,FL,FH,10.0,US Representative,White/Caucasian,Male,D,baxterstapleton,Baxter Stapleton
Y,Running,P,2022-05-03,OH,FL,FH,10.0,US Representative,White/Caucasian,Male,R,miketurneroh,Mike Turner
,Withdrew From Race,P,2022-05-03,OH,FL,FH,11.0,US Representative,,Male,D,sethcorey,Seth Corey
,Running,P,2022-05-03,OH,FL,FH,11.0,US Representative,Black/African American,Female,D,ninaturner,Nina Turner
,Running,P,2022-05-03,OH,FL,FH,12.0,US Representative,White/Caucasian,Female,D,alainashearer,Alaina Shearer
,Running,P,2022-05-03,OH,FL,FH,12.0,US Representative,White/Caucasian,Male,D,dannyoconnor1,Daniel J. O'Connor
Y,Running,P,2022-05-03,OH,FL,FH,12.0,US Representative,White/Caucasian,Male,R,troy_balderson,Troy Balderson
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,,Male,R,greg4ohio,Gregory Wheeler
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,,Male,D,ohioericjones,Eric Scott Jones
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,,Male,D,matthewdiemer,Matthew A. Diemer
,Withdrew From Race,P,2022-05-03,OH,FL,FH,13.0,US Representative,White/Caucasian,Male,R,santosforohio,Robert J. Santos
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,White/Caucasian,Male,R,jonahschulzoh,Jonah Schulz
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,White/Caucasian,Male,R,maxmilleroh,Max L. Miller
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,Black/African American,Male,R,shay_hawkins_oh,Shay Hawkins
,Running,P,2022-05-03,OH,FL,FH,13.0,US Representative,Black/African American,Female,D,emiliasykesoh,Emilia Strong Sykes
,Running,P,2022-05-03,OH,FL,FH,14.0,US Representative,,Male,R,patrickawtrey,Patrick Eugene Awtrey
,Running,P,2022-05-03,OH,FL,FH,14.0,US Representative,White/Caucasian,Male,D,brendenpkelley,Brenden P. Kelley
Y,Running,P,2022-05-03,OH,FL,FH,14.0,US Representative,White/Caucasian,Male,R,davejoyceoh14,Dave Joyce
,Withdrew From Race,P,2022-05-03,OH,FL,FH,15.0,US Representative,White/Caucasian,Male,D,stinziano,Michael Stinziano
,Withdrew From Race,P,2022-05-03,OH,FL,FH,15.0,US Representative,White/Caucasian,Male,R,brianstewartoh,Brian Stewart
,Running,P,2022-05-03,OH,FL,FH,15.0,US Representative,White/Caucasian,Male,D,dankilgoreoh,Daniel M. Kilgore
Y,Running,P,2022-05-03,OH,FL,FH,2.0,US Representative,White/Caucasian,Male,R,bradwenstrup,Brad Wenstrup
,Withdrew From Race,P,2022-05-03,OH,FL,FH,3.0,US Representative,White/Caucasian,Male,D,matthewmeadeoh,Matthew A. Meade
Y,Running,P,2022-05-03,OH,FL,FH,3.0,US Representative,Black/African American,Female,D,joycebeatty,Joyce Beatty
,Running,P,2022-05-03,OH,FL,FH,4.0,US Representative,White/Caucasian,Female,D,tamie_wilson_,Tamie Wilson
,Running,P,2022-05-03,OH,FL,FH,4.0,US Representative,White/Caucasian,Male,D,sites4congress,Jeffrey A. Sites
Y,Running,P,2022-05-03,OH,FL,FH,4.0,US Representative,White/Caucasian,Male,R,jim_jordan,Jim Jordan
,Running,P,2022-05-03,OH,FL,FH,5.0,US Representative,,Male,D,forswartz,Craig Stephen Swartz
Y,Running,P,2022-05-03,OH,FL,FH,5.0,US Representative,White/Caucasian,Male,R,latta4congress,Bob Latta
Y,Running,P,2022-05-03,OH,FL,FH,6.0,US Representative,White/Caucasian,Male,R,johnsonleads,Bill Johnson
,Running,P,2022-05-03,OH,FL,FH,7.0,US Representative,,Male,R,mattshoeusa,Matt Shoemaker
Y,Running,P,2022-05-03,OH,FL,FH,7.0,US Representative,White/Caucasian,Male,R,bob_gibbs,Bob Gibbs
Y,Running,P,2022-05-03,OH,FL,FH,8.0,US Representative,White/Caucasian,Male,R,vote_davidson,Warren Davidson
,Running,P,2022-05-03,OH,FL,FH,9.0,US Representative,,Male,R,jrmajewski,J.R. Majewski
,Running,P,2022-05-03,OH,FL,FH,9.0,US Representative,White/Caucasian,Male,R,craig_riedel,Craig Riedel
Y,Running,P,2022-05-03,OH,FL,FH,9.0,US Representative,White/Caucasian,Female,D,marcy_kaptur,Marcy Kaptur
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,jdvance1,J.D. Vance
,Withdrew From Race,P,2022-05-03,OH,FL,FS,,US Senator,Black/African American,Male,D,campaignsheffey,Demar Sheffey
,Withdrew From Race,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,berniemoreno,Bernie Moreno
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Female,R,janetimkenoh,Jane Timken
,Withdrew From Race,P,2022-05-03,OH,FL,FS,,US Senator,,,R,mthompson2022,Mackenzie Thompson
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,mark4ohio,Mark Pukita
,Withdrew From Race,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,michaelleipold2,Michael D. Leipold
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Female,D,mh4oh,Morgan Harper
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,mikegibbonsoh,Mike Gibbons
,Running,P,2022-05-03,OH,FL,FS,,US Senator,Black/African American,Female,D,traci_tjjohnson,Traci Johnson
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,joshmandelohio,Josh A. Mandel
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,R,dolan4ohio,Matt Dolan
,Running,P,2022-05-03,OH,FL,FS,,US Senator,White/Caucasian,Male,D,timryan,Tim Ryan
,Running,P,2022-06-28,OK,FL,FH,1.0,US Representative,White/Caucasian,Male,D,swobodaok,John P. Swoboda
Y,Running,P,2022-06-28,OK,FL,FH,1.0,US Representative,White/Caucasian,Male,R,krhern,Kevin Hern
Y,Running,P,2022-06-28,OK,FL,FH,2.0,US Representative,Indian/Native American,Male,R,markwaynemullin,Markwayne Mullin
,Running,P,2022-06-28,OK,FL,FH,3.0,US Representative,,Male,R,burleson4usrep,William Wade Burleson
Y,Running,P,2022-06-28,OK,FL,FH,3.0,US Representative,White/Caucasian,Male,R,frankdlucas,Frank Lucas
Y,Running,P,2022-06-28,OK,FL,FH,4.0,US Representative,Indian/Native American,Male,R,coleforcongress,Tom Cole
,Running,P,2022-06-28,OK,FL,FH,5.0,US Representative,White/Caucasian,Female,D,abbybroyles,Abby S. Broyles
Y,Running,P,2022-06-28,OK,FL,FH,5.0,US Representative,White/Caucasian,Female,R,stephaniebice,Stephanie Bice
,Running,P,2022-06-28,OK,FL,FS,,US Senator,,Female,D,madisonhornok,Madison Horn
,Running,P,2022-06-28,OK,FL,FS,,US Senator,,Male,D,jason_bollinger,Jason Bollinger
,Running,P,2022-06-28,OK,FL,FS,,US Senator,White/Caucasian,Male,R,jacksonlahmeyer,Jackson R. Lahmeyer
,Running,P,2022-06-28,OK,FL,FS,,US Senator,White/Caucasian,Female,R,farrforus,Joan E. Farr
Y,Running,P,2022-06-28,OK,FL,FS,,US Senator,White/Caucasian,Male,R,jameslankford,James Lankford
Y,Running,P,2022-05-17,OR,FL,FH,2.0,US Representative,White/Caucasian,Male,R,cliffbentz,Cliff Bentz
Y,Running,P,2022-05-17,OR,FL,FH,3.0,US Representative,White/Caucasian,Male,D,repblumenauer,Earl Blumenauer
,Running,P,2022-05-17,OR,FL,FH,4.0,US Representative,White/Caucasian,Male,R,jeremy_vantress,Jeremy Van Tress
,Running,P,2022-05-17,OR,FL,FH,4.0,US Representative,White/Caucasian,Male,R,alekskarlatos,Alek R. Skarlatos
,Running,P,2022-05-17,OR,FL,FH,4.0,US Representative,,Male,D,samioregon,Sami A. Al-AbdRabbuh
Y,Withdrew From Race,P,2022-05-17,OR,FL,FH,4.0,US Representative,White/Caucasian,Male,D,defazio4oregon,Peter DeFazio
,Running,P,2022-05-17,OR,FL,FH,5.0,US Representative,White/Caucasian,Male,R,drjohndipaola,John Di Paola
,Running,P,2022-05-17,OR,FL,FH,5.0,US Representative,White/Caucasian,Male,R,votecrumpacker,James Crumpacker
,Withdrew From Race,P,2022-05-17,OR,FL,FH,5.0,US Representative,White/Caucasian,Male,D,mark_gamba,Mark F. Gamba
,Running,P,2022-05-17,OR,FL,FH,5.0,US Representative,,Female,R,lchavezderemer,Lori Chavez-DeRemer
Y,Running,P,2022-05-17,OR,FL,FH,5.0,US Representative,White/Caucasian,Male,D,voteschrader,Kurt Schrader
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,D,rickybarajas4or,Ricky Barajas
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Female,D,drharderor,Kathleen Harder
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Female,D,teresa4oregon,Teresa Alonso Leon
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Female,D,andrearsalinas,Andrea Salinas
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Female,D,lorettasmithor,Loretta Smith
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Female,R,angelafororegon,Angela Plowhead
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Female,R,amyfororegon,Amy Ryan Courser
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,D,carrickflynnor,Carrick Flynn
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,D,codyfororegon,Steven Cody Reynolds
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,D,mattdwest,Matt West
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,R,noblefororegon,Ron Noble
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,R,russisforus,David Russ
,Running,P,2022-05-17,OR,FL,FH,6.0,US Representative,,Male,R,sandvig_nate,Nate Sandvig
,Running,P,2022-05-17,OR,FL,FS,,US Senator,White/Caucasian,Male,R,darinharbickore,Darin Harbick
,Running,P,2022-05-17,OR,FL,FS,,US Senator,,Male,R,beebefororegon,Rodney Jason Beebe
,Running,P,2022-05-17,OR,FL,FS,,US Senator,White/Caucasian,Male,D,wmbarlowiii,William E. Barlow
,Running,P,2022-05-17,OR,FL,FS,,US Senator,White/Caucasian,Female,R,perkinsforussen,Jo Rae Perkins
Y,Running,P,2022-05-17,OR,FL,FS,,US Senator,White/Caucasian,Male,D,wydenfororegon,Ron Wyden
,Running,P,2022-05-17,PA,FL,FH,1.0,US Representative,,Male,D,,Eric M. Bruno
,Running,P,2022-05-17,PA,FL,FH,1.0,US Representative,,Female,D,ashley_ehasz,Ashley Ehasz
Y,Running,P,2022-05-17,PA,FL,FH,1.0,US Representative,White/Caucasian,Male,R,brianfitzusa,Brian Fitzpatrick
,Running,P,2022-05-17,PA,FL,FH,1.0,US Representative,,Male,D,paulfermopa,Paul Fermo
,Running,P,2022-05-17,PA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,electbrianallen,Brian Allen
,Running,P,2022-05-17,PA,FL,FH,10.0,US Representative,White/Caucasian,Male,D,depasqualepa,Eugene A. DePasquale
Y,Running,P,2022-05-17,PA,FL,FH,10.0,US Representative,White/Caucasian,Male,R,patriotsperry,Scott Perry
,Running,P,2022-05-17,PA,FL,FH,11.0,US Representative,,Male,R,burtonforpa,Daniel L. Burton
Y,Running,P,2022-05-17,PA,FL,FH,11.0,US Representative,White/Caucasian,Male,R,lloydsmuckerpa,Lloyd Smucker
Y,Running,P,2022-05-17,PA,FL,FH,12.0,US Representative,White/Caucasian,Male,R,votefredkeller,Fred Keller
Y,Running,P,2022-05-17,PA,FL,FH,13.0,US Representative,White/Caucasian,Male,R,johnjoyceforpa,John Joyce
